classid,moodleclass
2023T1E!$688!$E!$EHSS-6A!$PRO-3B,EHSS-06-PRO-2023T1E
2023T1E!$688!$E!$EHSS-6A!$V-3B,EHSS-06-VEN-2023T1E
2023T1E!$688!$E!$EHSS-6B!$PRO-3B,EHSS-06-PRO-2023T1E
2023T1E!$688!$E!$EHSS-6B!$V-3B,EHSS-06-VEN-2023T1E
2023T1E!$688!$E!$EHSS-7A!$HCOMP-7,EHSS-07-COMP-2023T1E
2023T1E!$688!$E!$EHSS-7A!$RE-02,EHSS-07-R-2023T1E
2023T1E!$688!$E!$EHSS-7A!$V-4A,EHSS-07-VEN-2023T1E
2023T1E!$688!$E!$EHSS-7B!$HCOMP-7,EHSS-07-COMP-2023T1E
2023T1E!$688!$E!$EHSS-7B!$RE-02,EHSS-07-R-2023T1E
2023T1E!$688!$E!$EHSS-7B!$V-4A,EHSS-07-VEN-2023T1E
2023T1E!$688!$E!$EHSS-8A!$HCOMP-8,EHSS-08-COMP-2023T1E
2023T1E!$688!$E!$EHSS-8A!$RE-02,EHSS-08-R-2023T1E
2023T1E!$688!$E!$EHSS-8A!$V-4B,EHSS-08-VEN-2023T1E
2023T1E!$688!$E!$EHSS-8B!$HCOMP-8,EHSS-08-COMP-2023T1E
2023T1E!$688!$E!$EHSS-8B!$RE-02,EHSS-08-R-2023T1E
2023T1E!$688!$E!$EHSS-8B!$V-4B,EHSS-08-VEN-2023T1E
2023T1E!$688!$E!$EHSS-9!$HCOMP-9,EHSS-09-COMP-2023T1E
2023T1E!$688!$E!$EHSS-9!$RE-03,EHSS-09-R-2023T1E
2023T1E!$688!$E!$EHSS-9!$VT-1,EHSS-09-VEN-2023T1E
2023T1ET1E!$582!$E!$BEGINNER/E!$BP-2,IEAP-BG-2023T1ET1E
2023T1ET1E!$582!$E!$BEGINNER/E!$RE-FOUND,IEAP-BW-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-1A/E!$IEAP-1-WR,IEAP-1W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-1A/E!$INTER-1,IEAP-1G-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-1B/E!$IEAP-1-WR,IEAP-1W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-1B/E!$INTER-1,IEAP-1G-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-2A/E!$IEAP-2-WR,IEAP-2W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-2A/E!$INTER-2,IEAP-2G-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-2B/E!$IEAP-2-WR,IEAP-2W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-2B/E!$INTER-2,IEAP-2G-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-3!$IEAP-3-WR,IEAP-3W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-3!$INTER-3,IEAP-3G-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-4/E!$IEAP-4-WR,IEAP-4W-2023T1ET1E
2023T1ET1E!$582!$E!$IEAP-4/E!$PASS-04,IEAP-4G-2023T1ET1E
2023T1ET1E!$582!$E!$PRE-BEGINNER/E!$BP-1,IEAP-PG-2023T1ET1E
2023T1ET1E!$582!$E!$PRE-BEGINNER/E!$INTER-BEG,IEAP-PW-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-1A/M!$IEAP-1-WR,IEAP-1W-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-1A/M!$INTER-1,IEAP-1G-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-1B/M!$IEAP-1-WR,IEAP-1W-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-1B/M!$INTER-1,IEAP-1G-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-2/M!$IEAP-2-WR,IEAP-2W-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-2/M!$INTER-2,IEAP-2G-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-3M!$IEAP-3-WR,IEAP-3W-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-3M!$INTER-3,IEAP-3G-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-4/M!$IEAP-4-WR,IEAP-4W-2023T1ET1E
2023T1ET1E!$582!$M!$IEAP-4/M!$PASS-04,IEAP-4G-2023T1ET1E
2023T1ET1E!$582!$M!$PRE-BEGINNER/M!$BP-1,IEAP-PG-2023T1ET1E
2023T1ET1E!$582!$M!$PRE-BEGINNER/M!$INTER-BEG,IEAP-PW-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-1/E!$EC-1A,GESL-1-EC-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-1/E!$FC-1A,GESL-1-FC-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-2/E!$EC-1B,GESL-2-EC-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-2/E!$FC-1B,GESL-2-FC-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-3/E!$EC-2A,GESL-3-EC-2023T1ET1E
2023T1ET1E!$632!$E!$GESL-3/E!$FC-2A,GESL-3-FC-2023T1ET1E
2023T1ET1E!$632!$E!$PRE-B2A/E!$PRE-B2-INTRO,GESL-PB2-STEP-2023T1ET1E
2023T1ET1E!$632!$E!$PRE-B2A/E!$PRE-B2-SMART,GESL-PB2-SMART-2023T1ET1E
2023T1ET1E!$632!$E!$PRE-B2B/E!$PRE-B2-INTRO,GESL-PB2-STEP-2023T1ET1E
2023T1ET1E!$632!$E!$PRE-B2B/E!$PRE-B2-SMART,GESL-PB2-SMART-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-10A!$EW-1,EHSS-10-W-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-10A!$RE-03,EHSS-10-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-10B!$EW-1,EHSS-10-W-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-10B!$RE-03,EHSS-10-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-11!$EW-2,EHSS-11-W-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-11!$RE-04,EHSS-11-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-12!$EW-3,EHSS-12-W-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-12!$RE-04,EHSS-12-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-1A!$PRO-1A,EHSS-01-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-1A!$V-1A,EHSS-01-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-1B!$PRO-1A,EHSS-01-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-1B!$V-1A,EHSS-01-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2A!$PRO-1B,EHSS-02-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2A!$V-1B,EHSS-02-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2B!$PRO-1B,EHSS-02-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2B!$V-1B,EHSS-02-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2C!$PRO-1B,EHSS-02-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-2C!$V-1B,EHSS-02-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3A!$PRO-2A,EHSS-03-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3A!$V-2A,EHSS-03-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3B!$PRO-2A,EHSS-03-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3B!$V-2A,EHSS-03-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3C!$PRO-2A,EHSS-03-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-3C!$V-2A,EHSS-03-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4A!$PRO-2B,EHSS-04-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4A!$V-2B,EHSS-04-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4B!$PRO-2B,EHSS-04-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4B!$V-2B,EHSS-04-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4C!$PRO-2B,EHSS-04-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-4C!$V-2B,EHSS-04-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5A!$PRO-3A,EHSS-05-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5A!$V-3A,EHSS-05-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5B!$PRO-3A,EHSS-05-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5B!$V-3A,EHSS-05-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5C!$PRO-3A,EHSS-05-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-5C!$V-3A,EHSS-05-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6A!$PRO-3B,EHSS-06-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6A!$V-3B,EHSS-06-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6B!$PRO-3B,EHSS-06-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6B!$V-3B,EHSS-06-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6C!$PRO-3B,EHSS-06-PRO-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-6C!$V-3B,EHSS-06-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7A!$HCOMP-7,EHSS-07-COMP-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7A!$RE-02,EHSS-07-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7A!$V-4A,EHSS-07-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7B!$HCOMP-7,EHSS-07-COMP-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7B!$RE-02,EHSS-07-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-7B!$V-4A,EHSS-07-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-8!$HCOMP-8,EHSS-08-COMP-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-8!$RE-02,EHSS-08-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-8!$V-4B,EHSS-08-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9A!$HCOMP-9,EHSS-09-COMP-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9A!$RE-03,EHSS-09-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9A!$VT-1,EHSS-09-VEN-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9B!$HCOMP-9,EHSS-09-COMP-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9B!$RE-03,EHSS-09-R-2023T1ET1E
2023T1ET1E!$688!$E!$EHSS-9B!$VT-1,EHSS-09-VEN-2023T1ET1E
2023T2BT2E!$582!$E!$IEAP-1!$IEAP-1-WR,IEAP-1W-2023T2BT2E
2023T2BT2E!$582!$E!$IEAP-1!$INTER-1,IEAP-1G-2023T2BT2E
2023T2BT2E!$582!$E!$IEAP-2/E!$IEAP-2-WR,IEAP-2W-2023T2BT2E
2023T2BT2E!$582!$E!$IEAP-2/E!$INTER-2,IEAP-2G-2023T2BT2E
2023T2BT2E!$632!$E!$GESL-1A!$EC-1A,GESL-01-COMM-2023T2BT2E
2023T2BT2E!$632!$E!$GESL-1A!$FC-1A,GESL-01-FOUR-2023T2BT2E
2023T2BT2E!$632!$E!$GESL-2!$EC-1B,GESL-02-COMM-2023T2BT2E
2023T2BT2E!$632!$E!$GESL-2!$FC-1B,GESL-02-FOUR-2023T2BT2E
2023T2BT2E!$632!$E!$PRE-B2!$PRE-B2-INTRO,GESL-PB2-STEP-2023T2BT2E
2023T2BT2E!$632!$E!$PRE-B2!$PRE-B2-SMART,GESL-PB2-SMART-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-1!$PRO-1A,EHSS-01-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-1!$V-1A,EHSS-01-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-11!$EW-2,EHSS-11-W-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-11!$RE-04,EHSS-11-R-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-2!$PRO-1B,EHSS-02-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-2!$V-1B,EHSS-02-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3A!$PRO-2A,EHSS-03-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3A!$V-2A,EHSS-03-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3B!$PRO-2A,EHSS-03-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3B!$V-2A,EHSS-03-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3C!$PRO-2A,EHSS-03-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-3C!$V-2A,EHSS-03-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-4!$PRO-2B,EHSS-04-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-4!$V-2B,EHSS-04-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-5A!$PRO-3A,EHSS-05-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-5A!$V-3A,EHSS-05-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-5B!$PRO-3A,EHSS-05-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-5B!$V-3A,EHSS-05-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-6A!$PRO-3B,EHSS-06-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-6A!$V-3B,EHSS-06-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-6B!$PRO-3B,EHSS-06-PRO-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-6B!$V-3B,EHSS-06-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-7A!$V-4A,EHSS-07-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-7B!$RE-02,EHSS-07-R-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-7B!$V-4A,EHSS-07-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-8!$CONV-8,EHSS-08-CONV-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-8!$RE-02,EHSS-08-R-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-8!$V-4B,EHSS-08-VEN-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-9!$CONV-9,EHSS-09-CONV-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-9!$RE-03,EHSS-09-R-2023T2BT2E
2023T2BT2E!$688!$E!$EHSS-9!$V-5A,EHSS-09-VEN-2023T2BT2E
2023T2E!$582!$E!$BEGINNER/E!$BP-2,IEAP-BG-2023T2E
2023T2E!$582!$E!$BEGINNER/E!$RE-FOUND,IEAP-BW-2023T2E
2023T2E!$582!$E!$IEAP-3E!$IEAP-3-WR,IEAP-3W-2023T2E
2023T2E!$582!$E!$IEAP-3E!$INTER-3,IEAP-3G-2023T2E
2023T2E!$582!$E!$IEAP-4E!$IEAP-4-WR,IEAP-4W-2023T2E
2023T2E!$582!$E!$IEAP-4E!$PASS-04,IEAP-4G-2023T2E
2023T2E!$582!$E!$PRE-BEGINNER/E!$BP-1,IEAP-PG-2023T2E
2023T2E!$582!$E!$PRE-BEGINNER/E!$INTER-BEG,IEAP-PW-2023T2E
2023T2E!$582!$M!$IEAP-4M!$IEAP-4-WR,IEAP-4W-2023T2E
2023T2E!$582!$M!$IEAP-4M!$PASS-04,IEAP-4G-2023T2E
2023T2E!$632!$E!$PRE-B2/A!$PRE-B2-INTRO,GESL-PB2-STEP-2023T2E
2023T2E!$632!$E!$PRE-B2/A!$PRE-B2-SMART,GESL-PB2-SMART-2023T2E
2023T2E!$632!$E!$PRE-B2/B!$PRE-B2-INTRO,GESL-PB2-STEP-2023T2E
2023T2E!$632!$E!$PRE-B2/B!$PRE-B2-SMART,GESL-PB2-SMART-2023T2E
2023T2E!$688!$E!$EHSS-1A!$PRO-1A,EHSS-01-PRO-2023T2E
2023T2E!$688!$E!$EHSS-1A!$V-1A,EHSS-01-VEN-2023T2E
2023T2E!$688!$E!$EHSS-1B!$PRO-1A,EHSS-01-PRO-2023T2E
2023T2E!$688!$E!$EHSS-1B!$V-1A,EHSS-01-VEN-2023T2E
2023T2E!$688!$E!$EHSS-1C!$PRO-1A,EHSS-01-PRO-2023T2E
2023T2E!$688!$E!$EHSS-1C!$V-1A,EHSS-01-VEN-2023T2E
2023T2E!$688!$E!$EHSS-2A!$PRO-1B,EHSS-02-PRO-2023T2E
2023T2E!$688!$E!$EHSS-2A!$V-1B,EHSS-02-VEN-2023T2E
2023T2E!$688!$E!$EHSS-3A!$PRO-2A,EHSS-03-PRO-2023T2E
2023T2E!$688!$E!$EHSS-3A!$V-2A,EHSS-03-VEN-2023T2E
2023T2E!$688!$E!$EHSS-3B!$PRO-2A,EHSS-03-PRO-2023T2E
2023T2E!$688!$E!$EHSS-3B!$V-2A,EHSS-03-VEN-2023T2E
2023T2E!$688!$E!$EHSS-4A!$PRO-2B,EHSS-04-PRO-2023T2E
2023T2E!$688!$E!$EHSS-4A!$V-2B,EHSS-04-VEN-2023T2E
2023T2E!$688!$E!$EHSS-4B!$PRO-2B,EHSS-04-PRO-2023T2E
2023T2E!$688!$E!$EHSS-4B!$V-2B,EHSS-04-VEN-2023T2E
2023T2E!$688!$E!$EHSS-4C!$PRO-2B,EHSS-04-PRO-2023T2E
2023T2E!$688!$E!$EHSS-4C!$V-2B,EHSS-04-VEN-2023T2E
2023T2E!$688!$E!$EHSS-5A!$PRO-3A,EHSS-05-PRO-2023T2E
2023T2E!$688!$E!$EHSS-5A!$V-3A,EHSS-05-VEN-2023T2E
2023T2E!$688!$E!$EHSS-5B!$PRO-3A,EHSS-05-PRO-2023T2E
2023T2E!$688!$E!$EHSS-5B!$V-3A,EHSS-05-VEN-2023T2E
2023T2E!$688!$E!$EHSS-6!$PRO-3B,EHSS-06-PRO-2023T2E
2023T2E!$688!$E!$EHSS-6!$V-3B,EHSS-06-VEN-2023T2E
2023T2E!$688!$E!$EHSS-7!$RE-02,EHSS-07-R-2023T2E
2023T2E!$688!$E!$EHSS-7!$V-4A,EHSS-07-VEN-2023T2E
2023T2E!$688!$E!$EHSS-9!$RE-03,EHSS-09-R-2023T2E
2023T2E!$688!$E!$EHSS-9!$VT-1,EHSS-09-VEN-2023T2E
2023T3E!$582!$E!$BEGINNER-E/1!$BP-2,IEAP-BG-2023T3E
2023T3E!$582!$E!$BEGINNER-E/1!$RE-FOUND,IEAP-BW-2023T3E
2023T3E!$582!$E!$BEGINNER-E/2!$BP-2,IEAP-BG-2023T3E
2023T3E!$582!$E!$BEGINNER-E/2!$RE-FOUND,IEAP-BW-2023T3E
2023T3E!$582!$E!$IEAP-1E/1!$IEAP-1-WR,IEAP-1W-2023T3E
2023T3E!$582!$E!$IEAP-1E/1!$INTER-1,IEAP-1G-2023T3E
2023T3E!$582!$E!$IEAP-1E/2!$IEAP-1-WR,IEAP-1W-2023T3E
2023T3E!$582!$E!$IEAP-1E/2!$INTER-1,IEAP-1G-2023T3E
2023T3E!$582!$E!$IEAP-2E/1!$IEAP-2-WR,IEAP-2W-2023T3E
2023T3E!$582!$E!$IEAP-2E/1!$INTER-2,IEAP-2G-2023T3E
2023T3E!$582!$E!$IEAP-2E/2!$IEAP-2-WR,IEAP-2W-2023T3E
2023T3E!$582!$E!$IEAP-2E/2!$INTER-2,IEAP-2G-2023T3E
2023T3E!$582!$E!$IEAP-3E/1!$IEAP-3-WR,IEAP-3W-2023T3E
2023T3E!$582!$E!$IEAP-3E/1!$INTER-3,IEAP-3G-2023T3E
2023T3E!$582!$E!$IEAP-4E/A!$IEAP-4-WR,IEAP-4W-2023T3E
2023T3E!$582!$E!$IEAP-4E/A!$PASS-04,IEAP-4G-2023T3E
2023T3E!$582!$E!$IEAP-4E/B!$IEAP-4-WR,IEAP-4W-2023T3E
2023T3E!$582!$E!$IEAP-4E/B!$PASS-04,IEAP-4G-2023T3E
2023T3E!$582!$E!$PRE-BEGINNERE!$BP-1,IEAP-PG-2023T3E
2023T3E!$582!$E!$PRE-BEGINNERE!$INTER-BEG,IEAP-PW-2023T3E
2023T3E!$582!$M!$BEGINNER-M/1!$BP-2,IEAP-BG-2023T3E
2023T3E!$582!$M!$BEGINNER-M/1!$RE-FOUND,IEAP-BW-2023T3E
2023T3E!$582!$M!$BEGINNERM/2!$BP-2,IEAP-BG-2023T3E
2023T3E!$582!$M!$BEGINNERM/2!$RE-FOUND,IEAP-BW-2023T3E
2023T3E!$582!$M!$IEAP-1M!$IEAP-1-WR,IEAP-1W-2023T3E
2023T3E!$582!$M!$IEAP-1M!$INTER-1,IEAP-1G-2023T3E
2023T3E!$582!$M!$IEAP-2M!$IEAP-2-WR,IEAP-2W-2023T3E
2023T3E!$582!$M!$IEAP-2M!$INTER-2,IEAP-2G-2023T3E
2023T3E!$582!$M!$IEAP-3M!$IEAP-3-WR,IEAP-3W-2023T3E
2023T3E!$582!$M!$IEAP-3M!$INTER-3,IEAP-3G-2023T3E
2023T3E!$632!$E!$GESL-1E!$EC-1A,NULL
2023T3E!$632!$E!$GESL-1E!$FC-1A,NULL
2023T3E!$632!$E!$GESL-2E!$EC-1B,GESL-02-COMM-2023T3E
2023T3E!$632!$E!$GESL-2E!$FC-1B,GESL-02-FOUR-2023T3E
2023T3E!$632!$E!$PRE-B2/A!$PRE-B2-INTRO,GESL-PB2-STEP-2023T3E
2023T3E!$632!$E!$PRE-B2/A!$PRE-B2-SMART,GESL-PB2-SMART-2023T3E
2023T3E!$632!$E!$PRE-B2/B!$PRE-B2-INTRO,GESL-PB2-STEP-2023T3E
2023T3E!$632!$E!$PRE-B2/B!$PRE-B2-SMART,GESL-PB2-SMART-2023T3E
2023T3E!$688!$E!$EHSS-10!$EW-1,EHSS-10-W-2023T3E
2023T3E!$688!$E!$EHSS-10!$RE-03,EHSS-10-R-2023T3E
2023T3E!$688!$E!$EHSS-11!$EW-2,EHSS-11-W-2023T3E
2023T3E!$688!$E!$EHSS-11!$RE-04,EHSS-11-R-2023T3E
2023T3E!$688!$E!$EHSS-12!$EW-3,NULL
2023T3E!$688!$E!$EHSS-12!$RE-04,EHSS-11-R-2023T3E
2023T3E!$688!$E!$EHSS-1A!$PRO-1A,EHSS-01-PRO-2023T3E
2023T3E!$688!$E!$EHSS-1A!$V-1A,EHSS-01-VEN-2023T3E
2023T3E!$688!$E!$EHSS-1B!$PRO-1A,EHSS-01-PRO-2023T3E
2023T3E!$688!$E!$EHSS-1B!$V-1A,EHSS-01-VEN-2023T3E
2023T3E!$688!$E!$EHSS-1C!$PRO-1A,EHSS-01-PRO-2023T3E
2023T3E!$688!$E!$EHSS-1C!$V-1A,EHSS-01-VEN-2023T3E
2023T3E!$688!$E!$EHSS-2A!$PRO-1B,EHSS-02-PRO-2023T3E
2023T3E!$688!$E!$EHSS-2A!$V-1B,EHSS-02-VEN-2023T3E
2023T3E!$688!$E!$EHSS-2B!$PRO-1B,EHSS-02-PRO-2023T3E
2023T3E!$688!$E!$EHSS-2B!$V-1B,EHSS-02-VEN-2023T3E
2023T3E!$688!$E!$EHSS-2C!$PRO-1B,EHSS-02-PRO-2023T3E
2023T3E!$688!$E!$EHSS-2C!$V-1B,EHSS-02-VEN-2023T3E
2023T3E!$688!$E!$EHSS-3A!$PRO-2A,EHSS-03-PRO-2023T3E
2023T3E!$688!$E!$EHSS-3A!$V-2A,EHSS-03-VEN-2023T3E
2023T3E!$688!$E!$EHSS-3B!$PRO-2A,EHSS-03-PRO-2023T3E
2023T3E!$688!$E!$EHSS-3B!$V-2A,EHSS-03-VEN-2023T3E
2023T3E!$688!$E!$EHSS-3C!$PRO-2A,EHSS-03-PRO-2023T3E
2023T3E!$688!$E!$EHSS-3C!$V-2A,EHSS-03-VEN-2023T3E
2023T3E!$688!$E!$EHSS-4A!$PRO-2B,EHSS-04-PRO-2023T3E
2023T3E!$688!$E!$EHSS-4A!$V-2B,EHSS-04-VEN-2023T3E
2023T3E!$688!$E!$EHSS-4B!$PRO-2B,EHSS-04-PRO-2023T3E
2023T3E!$688!$E!$EHSS-4B!$V-2B,EHSS-04-VEN-2023T3E
2023T3E!$688!$E!$EHSS-4C!$PRO-2B,EHSS-04-PRO-2023T3E
2023T3E!$688!$E!$EHSS-4C!$V-2B,EHSS-04-VEN-2023T3E
2023T3E!$688!$E!$EHSS-5A!$PRO-3A,EHSS-05-PRO-2023T3E
2023T3E!$688!$E!$EHSS-5A!$V-3A,EHSS-05-VEN-2023T3E
2023T3E!$688!$E!$EHSS-5B!$PRO-3A,EHSS-05-PRO-2023T3E
2023T3E!$688!$E!$EHSS-5B!$V-3A,EHSS-05-VEN-2023T3E
2023T3E!$688!$E!$EHSS-5C!$PRO-3A,EHSS-05-PRO-2023T3E
2023T3E!$688!$E!$EHSS-5C!$V-3A,EHSS-05-VEN-2023T3E
2023T3E!$688!$E!$EHSS-5D!$PRO-3A,EHSS-05-PRO-2023T3E
2023T3E!$688!$E!$EHSS-5D!$V-3A,EHSS-05-VEN-2023T3E
2023T3E!$688!$E!$EHSS-6A!$PRO-3B,EHSS-06-PRO-2023T3E
2023T3E!$688!$E!$EHSS-6A!$V-3B,EHSS-06-VEN-2023T3E
2023T3E!$688!$E!$EHSS-6B!$PRO-3B,EHSS-06-PRO-2023T3E
2023T3E!$688!$E!$EHSS-6B!$V-3B,EHSS-06-VEN-2023T3E
2023T3E!$688!$E!$EHSS-7!$HCOMP-7,EHSS-07-COMP-2023T3E
2023T3E!$688!$E!$EHSS-7!$RE-02,EHSS-07-R-2023T3E
2023T3E!$688!$E!$EHSS-7!$V-4A,EHSS-07-VEN-2023T3E
2023T3E!$688!$E!$EHSS-8A!$HCOMP-8,EHSS-08-COMP-2023T3E
2023T3E!$688!$E!$EHSS-8A!$RE-02,EHSS-08-R-2023T3E
2023T3E!$688!$E!$EHSS-8A!$V-4B,EHSS-08-VEN-2023T3E
2023T3E!$688!$E!$EHSS-8B!$RE-02,EHSS-08-R-2023T3E
2023T3E!$688!$E!$EHSS-8B!$V-4B,EHSS-08-VEN-2023T3E
2023T3E!$688!$E!$EHSS-9!$HCOMP-9,EHSS-09-COMP-2023T3E
2023T3E!$688!$E!$EHSS-9!$RE-03,EHSS-09-R-2023T3E
2023T3E!$688!$E!$EHSS-9!$V-5A,EHSS-09-VEN-2023T3E
2023T3E!$688!$E!$EHSS-9B!$HCOMP-9,EHSS-09-COMP-2023T3E
2023T3E!$688!$E!$EHSS-9B!$RE-03,EHSS-09-R-2023T3E
2023T3E!$688!$E!$EHSS-9B!$V-5A,EHSS-09-VEN-2023T3E
2023T4E!$582!$E!$BEGINNER-E!$BP-2,IEAP-BG-2023T4E
2023T4E!$582!$E!$BEGINNER-E!$RE-FOUND,IEAP-BW-2023T4E
2023T4E!$582!$E!$IEAP-1!$IEAP-1-WR,IEAP-1W-2023T4E
